title,company,location,sector,description,contract_type,salary,posted_date,job_url,source_website
Conseiller/Conseillère Service Client,GSM GUIDE,Tunis,informatique / télécoms,informatique / télécoms CDI CDD SIVP 500 - 1000 TND,CDI,500-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/20035/gsm-guide/,keejob.com
Vendeur / Préparateur de Jus - MALL OF SFAX,BARIOLO,Tunis,tourisme / hôtellerie / restauration / loisirs,tourisme / hôtellerie / restauration / loisirs CDD SIVP,CDD,,02/12/2025,https://www.keejob.com/offres-emploi/companies/19405/bariolo/,keejob.com
Chargé Parc roulant,NUTRIMIX,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement CDI 900 - 1200 TND,CDI,900-1200 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/31756/nutrimix-sna/,keejob.com
Responsable GRH,SOCIÉTÉ INDUSTRIELLE DE SACHERIE SIS,Tunis,autres,autres CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/28951/soci%C3%A9t%C3%A9-industrielle-de-sacherie-sis/,keejob.com
Technico-commercial,DOUDECH DE CREATION,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI CDD SIVP 500 - 1000 TND,CDI,500-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/25245/ste-doudech-de-creation-sakany/,keejob.com
nutritionniste,CABINET DE DIÉTÉTIQUE ET NUTRION H.S,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI CDD SIVP 700 - 1100 TND,CDI,700-1100 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/21073/cabinet-de-di%C3%A9t%C3%A9tique-et-nutrion-hs/,keejob.com
Chargé clientèle en assurances,SYNERGIE COURTAGE EN ASSURANCE,Tunis,banque / finance / assurances,banque / finance / assurances SIVP 600 - 800 TND,SIVP,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/20972/synergie-courtage-en-assurance/,keejob.com
Téléconseiller Support Technique,OUTSOURCIA,Tunis,call center / télévente,call center / télévente CDI SIVP 800 - 1200 TND,CDI,800-1200 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/225/phoneact/,keejob.com
ADDETTO RECUPERO CREDITI E ALLA FATTURAZIONE,ETAI TUNISIE/INFOPRO DIGITAL,Tunis,communication / publicité / média,communication / publicité / média CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/1228/infopro/,keejob.com
Coursier,Entreprise Anonyme,Tunis,CDI,CDI SIVP,SIVP,,02/12/2025,https://www.keejob.com/offres-emploi/231354/un-coursier/,keejob.com
AGENT IMMOBILIER TECNOCASA MAHDIA,TECNOCASA GROUP,Tunis,architecture / immobilier / BTP,architecture / immobilier / BTP CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/15474/vinci-conseils-tecnocasa/,keejob.com
Agent de Maintenance Générale,CRIT,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/159/crit/,keejob.com
Conseiller de clientèle Grand Tunis,CRIT,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/159/crit/,keejob.com
Chef Service Achat,Entreprise Anonyme,Tunis,CDI,CDI,,,02/12/2025,https://www.keejob.com/offres-emploi/231372/chef-service-achat/,keejob.com
Responsable Adminstration des ventes,Entreprise Anonyme,Tunis,CDI,CDI SIVP,SIVP,,02/12/2025,https://www.keejob.com/offres-emploi/231350/responsable-adminstration-des-ventes/,keejob.com
Agent de Sécurité,CRIT,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/159/crit/,keejob.com
Conseiller de Clientèle Nabeul,CRIT,Tunis,recrutement / ressources humaines,recrutement / ressources humaines,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/159/crit/,keejob.com
Conseiller de clientèle Grand Tunis,TUNISIE LEASING ET FACTORING,Tunis,banque / finance / assurances,banque / finance / assurances CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/5561/tunisie-leasing/,keejob.com
AGENT IMMOBILIER TECNOCASA KSAR HELAL,TECNOCASA GROUP,Tunis,architecture / immobilier / BTP,architecture / immobilier / BTP CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/15474/vinci-conseils-tecnocasa/,keejob.com
Quality analyst,VEO WORLDWIDE SERVICES,Tunis,consulting / étude / stratégie,consulting / étude / stratégie CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/13089/veo-worldwide-services/,keejob.com
AGENT IMMOBILIER TECNOCASA MONASTIR,TECNOCASA GROUP,Tunis,architecture / immobilier / BTP,architecture / immobilier / BTP CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/15474/vinci-conseils-tecnocasa/,keejob.com
"Assistant Achat, Sousse",VEO WORLDWIDE SERVICES,Tunis,consulting / étude / stratégie,consulting / étude / stratégie CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/13089/veo-worldwide-services/,keejob.com
HR Generalist Social  Administration Affairs,BANK ABC,Tunis,banque / finance / assurances,banque / finance / assurances CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/11980/abc-bank/,keejob.com
Technicien Maintenance  Hygiène Industrielle,PROPRE ET NET,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI CDD SIVP Saisonnier 800 - 1200 TND,CDI,800-1200 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/28592/soci%C3%A9t%C3%A9-propre-et-net/,keejob.com
